case_id,status,status_detail,scenario,solver_mode,root_index,is_selected,v1_hat,v2_hat,in_support,F1_v1_hat,F2_v2_hat,m_star,v1_star,v2_star,F1_v1_star,F2_v2_star,GT_rhs,GT_condition,loader_error_code,loader_error_detail,min1,max1,min2,max2,a1,a2,c1,c2,p
m1=2_m2=1_p=0.3_c1=5.5_c2=11.3,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,15.02579868,1.483066936,true,0.8683865788,0.03220446241,16.01269841,16.66666667,15.42857143,0.9777777778,0.9619047619,0.0198019802,false,,,2,17,1,16,0.5,0.5,5.5,11.3,0.3
m1=2_m2=1_p=0.3_c1=5.5_c2=11.4,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,15.00947442,1.483575381,true,0.8672982946,0.03223835873,16.17619048,16.66666667,15.57142857,0.9777777778,0.9714285714,0.01470588235,false,,,2,17,1,16,0.5,0.5,5.5,11.4,0.3
m1=2_m2=1_p=0.3_c1=5.5_c2=11.5,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,14.99315928,1.484084612,true,0.8662106186,0.03227230748,16.33968254,16.66666667,15.71428571,0.9777777778,0.980952381,0.009708737864,false,,,2,17,1,16,0.5,0.5,5.5,11.5,0.3
m1=2_m2=1_p=0.3_c1=5.5_c2=11.6,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,14.97685327,1.484594631,true,0.8651235516,0.03230630873,16.5031746,16.66666667,15.85714286,0.9777777778,0.9904761905,0.004807692308,false,,,2,17,1,16,0.5,0.5,5.5,11.6,0.3
m1=2_m2=1_p=0.4_c1=6.9_c2=9.7,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,12.06907601,1.596702574,true,0.6712717337,0.03978017157,15.26666667,16,15.33333333,0.9333333333,0.9555555556,0.02325581395,false,,,2,17,1,16,0.5,0.5,6.9,9.7,0.4
m1=2_m2=1_p=0.4_c1=6.9_c2=9.8,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,12.02587205,1.598760706,true,0.6683914702,0.03991738043,15.45,16,15.5,0.9333333333,0.9666666667,0.01724137931,false,,,2,17,1,16,0.5,0.5,6.9,9.8,0.4
m1=2_m2=1_p=0.4_c1=6.9_c2=9.9,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,11.98277297,1.600828039,true,0.6655181982,0.04005520257,15.63333333,16,15.66666667,0.9333333333,0.9777777778,0.01136363636,false,,,2,17,1,16,0.5,0.5,6.9,9.9,0.4
m1=2_m2=1_p=0.4_c1=6.9_c2=10.0,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,11.93977908,1.602904598,true,0.6626519386,0.04019363984,15.81666667,16,15.83333333,0.9333333333,0.9888888889,0.005617977528,false,,,2,17,1,16,0.5,0.5,6.9,10.0,0.4
m1=2_m2=1_p=0.4_c1=7.0_c2=9.7,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,13.21877932,1.546695871,true,0.747918621,0.03644639137,15.50555556,16.25,15.33333333,0.95,0.9555555556,0.02325581395,false,,,2,17,1,16,0.5,0.5,7.0,9.7,0.4
m1=2_m2=1_p=0.4_c1=7.0_c2=9.8,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,13.18448797,1.548065811,true,0.7456325313,0.03653772075,15.69166667,16.25,15.5,0.95,0.9666666667,0.01724137931,false,,,2,17,1,16,0.5,0.5,7.0,9.8,0.4
m1=2_m2=1_p=0.4_c1=7.0_c2=9.9,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,13.15025062,1.549440461,true,0.7433500416,0.03662936409,15.87777778,16.25,15.66666667,0.95,0.9777777778,0.01136363636,false,,,2,17,1,16,0.5,0.5,7.0,9.9,0.4
m1=2_m2=1_p=0.4_c1=7.0_c2=10.0,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,13.11606743,1.550819834,true,0.7410711619,0.03672132226,16.06388889,16.25,15.83333333,0.95,0.9888888889,0.005617977528,false,,,2,17,1,16,0.5,0.5,7.0,10.0,0.4
m1=2_m2=1_p=0.4_c1=7.1_c2=9.7,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,14.42786565,1.502416097,true,0.8285243769,0.03349440647,15.74444444,16.5,15.33333333,0.9666666667,0.9555555556,0.02325581395,false,,,2,17,1,16,0.5,0.5,7.1,9.7,0.4
m1=2_m2=1_p=0.4_c1=7.1_c2=9.8,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,14.40386401,1.503225203,true,0.8269242675,0.0335483469,15.93333333,16.5,15.5,0.9666666667,0.9666666667,0.01724137931,false,,,2,17,1,16,0.5,0.5,7.1,9.8,0.4
m1=2_m2=1_p=0.4_c1=7.1_c2=9.9,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,14.37988402,1.504036187,true,0.8253256013,0.03360241245,16.12222222,16.5,15.66666667,0.9666666667,0.9777777778,0.01136363636,false,,,2,17,1,16,0.5,0.5,7.1,9.9,0.4
m1=2_m2=1_p=0.4_c1=7.1_c2=10.0,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,14.35592572,1.504849051,true,0.8237283814,0.03365660339,16.31111111,16.5,15.83333333,0.9666666667,0.9888888889,0.005617977528,false,,,2,17,1,16,0.5,0.5,7.1,10.0,0.4
m1=2_m2=1_p=0.4_c1=7.2_c2=9.7,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,15.69026588,1.463241312,true,0.912684392,0.0308827541,15.98333333,16.75,15.33333333,0.9833333333,0.9555555556,0.02325581395,false,,,2,17,1,16,0.5,0.5,7.2,9.7,0.4
m1=2_m2=1_p=0.4_c1=7.2_c2=9.8,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,15.67775487,1.463599558,true,0.9118503245,0.03090663717,16.175,16.75,15.5,0.9833333333,0.9666666667,0.01724137931,false,,,2,17,1,16,0.5,0.5,7.2,9.8,0.4
m1=2_m2=1_p=0.4_c1=7.2_c2=9.9,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,15.66524868,1.46395822,true,0.9110165788,0.03093054798,16.36666667,16.75,15.66666667,0.9833333333,0.9777777778,0.01136363636,false,,,2,17,1,16,0.5,0.5,7.2,9.9,0.4
m1=2_m2=1_p=0.4_c1=7.2_c2=10.0,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,15.65274733,1.464317298,true,0.9101831552,0.03095448656,16.55833333,16.75,15.83333333,0.9833333333,0.9888888889,0.005617977528,false,,,2,17,1,16,0.5,0.5,7.2,10.0,0.4
m1=2_m2=1_p=0.5_c1=8.6_c2=8.1,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,13.51426136,1.535169126,true,0.7676174243,0.0356779417,15.30933333,16.2,15.2,0.9466666667,0.9466666667,0.02816901408,false,,,2,17,1,16,0.5,0.5,8.6,8.1,0.5
m1=2_m2=1_p=0.5_c1=8.6_c2=8.2,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,13.47713392,1.536590695,true,0.7651422613,0.03577271298,15.532,16.2,15.4,0.9466666667,0.96,0.02083333333,false,,,2,17,1,16,0.5,0.5,8.6,8.2,0.5
m1=2_m2=1_p=0.5_c1=8.6_c2=8.3,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,13.44006642,1.538017522,true,0.7626710949,0.03586783483,15.75466667,16.2,15.6,0.9466666667,0.9733333333,0.01369863014,false,,,2,17,1,16,0.5,0.5,8.6,8.3,0.5
m1=2_m2=1_p=0.5_c1=8.6_c2=8.4,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,13.40305906,1.539449625,true,0.7602039374,0.03596330835,15.97733333,16.2,15.8,0.9466666667,0.9866666667,0.006756756757,false,,,2,17,1,16,0.5,0.5,8.6,8.4,0.5
m1=2_m2=1_p=0.5_c1=8.7_c2=8.1,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,14.35089628,1.505020024,true,0.8233930853,0.03366800162,15.49866667,16.4,15.2,0.96,0.9466666667,0.02816901408,false,,,2,17,1,16,0.5,0.5,8.7,8.1,0.5
m1=2_m2=1_p=0.5_c1=8.7_c2=8.2,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,14.32213363,1.506000026,true,0.8214755753,0.03373333506,15.724,16.4,15.4,0.96,0.96,0.02083333333,false,,,2,17,1,16,0.5,0.5,8.7,8.2,0.5
m1=2_m2=1_p=0.5_c1=8.7_c2=8.3,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,14.29340235,1.506982763,true,0.8195601567,0.03379885088,15.94933333,16.4,15.6,0.96,0.9733333333,0.01369863014,false,,,2,17,1,16,0.5,0.5,8.7,8.3,0.5
m1=2_m2=1_p=0.5_c1=8.7_c2=8.4,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,14.26470252,1.507968243,true,0.8176468347,0.03386454954,16.17466667,16.4,15.8,0.96,0.9866666667,0.006756756757,false,,,2,17,1,16,0.5,0.5,8.7,8.4,0.5
m1=2_m2=1_p=0.5_c1=8.8_c2=8.1,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,15.21200955,1.477341869,true,0.8808006368,0.03182279124,15.688,16.6,15.2,0.9733333333,0.9466666667,0.02816901408,false,,,2,17,1,16,0.5,0.5,8.8,8.1,0.5
m1=2_m2=1_p=0.5_c1=8.8_c2=8.2,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,15.19226863,1.477942366,true,0.879484575,0.03186282442,15.916,16.6,15.4,0.9733333333,0.96,0.02083333333,false,,,2,17,1,16,0.5,0.5,8.8,8.2,0.5
m1=2_m2=1_p=0.5_c1=8.8_c2=8.3,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,15.1725406,1.478543983,true,0.8781693734,0.03190293219,16.144,16.6,15.6,0.9733333333,0.9733333333,0.01369863014,false,,,2,17,1,16,0.5,0.5,8.8,8.3,0.5
m1=2_m2=1_p=0.5_c1=8.8_c2=8.4,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,15.1528255,1.47914672,true,0.8768550336,0.03194311467,16.372,16.6,15.8,0.9733333333,0.9866666667,0.006756756757,false,,,2,17,1,16,0.5,0.5,8.8,8.4,0.5
m1=2_m2=1_p=0.5_c1=8.9_c2=8.1,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,16.09566591,1.451925222,true,0.9397110606,0.03012834813,15.87733333,16.8,15.2,0.9866666667,0.9466666667,0.02816901408,false,,,2,17,1,16,0.5,0.5,8.9,8.1,0.5
m1=2_m2=1_p=0.5_c1=8.9_c2=8.2,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,16.0855348,1.452201276,true,0.9390356534,0.03014675173,16.108,16.8,15.4,0.9866666667,0.96,0.02083333333,false,,,2,17,1,16,0.5,0.5,8.9,8.2,0.5
m1=2_m2=1_p=0.5_c1=8.9_c2=8.3,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,16.07540667,1.452477586,true,0.9383604445,0.03016517242,16.33866667,16.8,15.6,0.9866666667,0.9733333333,0.01369863014,false,,,2,17,1,16,0.5,0.5,8.9,8.3,0.5
m1=2_m2=1_p=0.5_c1=8.9_c2=8.4,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,16.06528151,1.452754153,true,0.9376854339,0.0301836102,16.56933333,16.8,15.8,0.9866666667,0.9866666667,0.006756756757,false,,,2,17,1,16,0.5,0.5,8.9,8.4,0.5
m1=2_m2=1_p=0.6_c1=10.3_c2=6.5,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,14.53222514,1.498928131,true,0.8354816761,0.03326187542,15.21111111,16.33333333,15,0.9555555556,0.9333333333,0.03571428571,false,,,2,17,1,16,0.5,0.5,10.3,6.5,0.6
m1=2_m2=1_p=0.6_c1=10.3_c2=6.6,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,14.5,1.5,true,0.8333333333,0.03333333333,15.49166667,16.33333333,15.25,0.9555555556,0.95,0.02631578947,false,,,2,17,1,16,0.5,0.5,10.3,6.6,0.6
m1=2_m2=1_p=0.6_c1=10.3_c2=6.7,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,14.46781294,1.501075209,true,0.8311875293,0.03340501395,15.77222222,16.33333333,15.5,0.9555555556,0.9666666667,0.01724137931,false,,,2,17,1,16,0.5,0.5,10.3,6.7,0.6
m1=2_m2=1_p=0.6_c1=10.3_c2=6.8,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,14.43566407,1.502153769,true,0.8290442715,0.0334769179,16.05277778,16.33333333,15.75,0.9555555556,0.9833333333,0.008474576271,false,,,2,17,1,16,0.5,0.5,10.3,6.8,0.6
m1=2_m2=1_p=0.6_c1=10.4_c2=6.5,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,15.13412195,1.479719937,true,0.8756081298,0.03198132915,15.36666667,16.5,15,0.9666666667,0.9333333333,0.03571428571,false,,,2,17,1,16,0.5,0.5,10.4,6.5,0.6
m1=2_m2=1_p=0.6_c1=10.4_c2=6.6,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,15.10947442,1.48047742,true,0.8739649612,0.03203182802,15.65,16.5,15.25,0.9666666667,0.95,0.02631578947,false,,,2,17,1,16,0.5,0.5,10.4,6.6,0.6
m1=2_m2=1_p=0.6_c1=10.4_c2=6.7,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,15.08484718,1.481236673,true,0.8723231453,0.03208244484,15.93333333,16.5,15.5,0.9666666667,0.9666666667,0.01724137931,false,,,2,17,1,16,0.5,0.5,10.4,6.7,0.6
m1=2_m2=1_p=0.6_c1=10.4_c2=6.8,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,15.06024028,1.481997698,true,0.870682685,0.0321331799,16.21666667,16.5,15.75,0.9666666667,0.9833333333,0.008474576271,false,,,2,17,1,16,0.5,0.5,10.4,6.8,0.6
m1=2_m2=1_p=0.6_c1=10.5_c2=6.5,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,15.74645925,1.461639049,true,0.9164306169,0.0307759366,15.52222222,16.66666667,15,0.9777777778,0.9333333333,0.03571428571,false,,,2,17,1,16,0.5,0.5,10.5,6.5,0.6
m1=2_m2=1_p=0.6_c1=10.5_c2=6.6,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,15.72972634,1.462115001,true,0.9153150894,0.03080766671,15.80833333,16.66666667,15.25,0.9777777778,0.95,0.02631578947,false,,,2,17,1,16,0.5,0.5,10.5,6.6,0.6
m1=2_m2=1_p=0.6_c1=10.5_c2=6.7,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,15.71300195,1.462591692,true,0.9142001303,0.03083944611,16.09444444,16.66666667,15.5,0.9777777778,0.9666666667,0.01724137931,false,,,2,17,1,16,0.5,0.5,10.5,6.7,0.6
m1=2_m2=1_p=0.6_c1=10.5_c2=6.8,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,15.69628611,1.463069123,true,0.9130857404,0.03087127486,16.38055556,16.66666667,15.75,0.9777777778,0.9833333333,0.008474576271,false,,,2,17,1,16,0.5,0.5,10.5,6.8,0.6
m1=2_m2=1_p=0.6_c1=10.6_c2=6.5,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,16.36861739,1.44461261,true,0.9579078257,0.02964084066,15.67777778,16.83333333,15,0.9888888889,0.9333333333,0.03571428571,false,,,2,17,1,16,0.5,0.5,10.6,6.5,0.6
m1=2_m2=1_p=0.6_c1=10.6_c2=6.6,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,16.36010899,1.444836982,true,0.9573405994,0.0296557988,15.96666667,16.83333333,15.25,0.9888888889,0.95,0.02631578947,false,,,2,17,1,16,0.5,0.5,10.6,6.6,0.6
m1=2_m2=1_p=0.6_c1=10.6_c2=6.7,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,16.35160261,1.445061528,true,0.9567735073,0.02967076851,16.25555556,16.83333333,15.5,0.9888888889,0.9666666667,0.01724137931,false,,,2,17,1,16,0.5,0.5,10.6,6.7,0.6
m1=2_m2=1_p=0.6_c1=10.6_c2=6.8,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,16.34309824,1.445286247,true,0.9562065494,0.02968574979,16.54444444,16.83333333,15.75,0.9888888889,0.9833333333,0.008474576271,false,,,2,17,1,16,0.5,0.5,10.6,6.8,0.6
m1=2_m2=1_p=0.7_c1=12.0_c2=4.9,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,15.2836609,1.475174932,true,0.8855773931,0.03167832883,14.92380952,16.42857143,14.66666667,0.9619047619,0.9111111111,0.0487804878,false,,,2,17,1,16,0.5,0.5,12.0,4.9,0.7
m1=2_m2=1_p=0.7_c1=12.0_c2=5.0,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,15.25531243,1.476029913,true,0.8836874955,0.03173532751,15.3,16.42857143,15,0.9619047619,0.9333333333,0.03571428571,false,,,2,17,1,16,0.5,0.5,12.0,5.0,0.7
m1=2_m2=1_p=0.7_c1=12.0_c2=5.1,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,15.22699008,1.476887183,true,0.8817993386,0.03179247888,15.67619048,16.42857143,15.33333333,0.9619047619,0.9555555556,0.02325581395,false,,,2,17,1,16,0.5,0.5,12.0,5.1,0.7
m1=2_m2=1_p=0.7_c1=12.0_c2=5.2,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,15.19869391,1.47774675,true,0.8799129271,0.03184978336,16.05238095,16.42857143,15.66666667,0.9619047619,0.9777777778,0.01136363636,false,,,2,17,1,16,0.5,0.5,12.0,5.2,0.7
m1=2_m2=1_p=0.7_c1=12.1_c2=4.9,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,15.70650966,1.462777005,true,0.9137673105,0.03085180033,15.05396825,16.57142857,14.66666667,0.9714285714,0.9111111111,0.0487804878,false,,,2,17,1,16,0.5,0.5,12.1,4.9,0.7
m1=2_m2=1_p=0.7_c1=12.1_c2=5.0,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,15.68499286,1.463392234,true,0.9123328571,0.03089281561,15.43333333,16.57142857,15,0.9714285714,0.9333333333,0.03571428571,false,,,2,17,1,16,0.5,0.5,12.1,5.0,0.7
m1=2_m2=1_p=0.7_c1=12.1_c2=5.1,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,15.66349019,1.464008696,true,0.9108993458,0.03093391305,15.81269841,16.57142857,15.33333333,0.9714285714,0.9555555556,0.02325581395,false,,,2,17,1,16,0.5,0.5,12.1,5.1,0.7
m1=2_m2=1_p=0.7_c1=12.1_c2=5.2,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,15.64200168,1.464626392,true,0.9094667785,0.03097509281,16.19206349,16.57142857,15.66666667,0.9714285714,0.9777777778,0.01136363636,false,,,2,17,1,16,0.5,0.5,12.1,5.2,0.7
m1=2_m2=1_p=0.7_c1=12.2_c2=4.9,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,16.13363867,1.450893527,true,0.9422425782,0.03005956843,15.18412698,16.71428571,14.66666667,0.980952381,0.9111111111,0.0487804878,false,,,2,17,1,16,0.5,0.5,12.2,4.9,0.7
m1=2_m2=1_p=0.7_c1=12.2_c2=5.0,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,16.11913074,1.451287141,true,0.9412753828,0.03008580941,15.56666667,16.71428571,15,0.980952381,0.9333333333,0.03571428571,false,,,2,17,1,16,0.5,0.5,12.2,5.0,0.7
m1=2_m2=1_p=0.7_c1=12.2_c2=5.1,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,16.10462885,1.451681279,true,0.9403085899,0.03011208528,15.94920635,16.71428571,15.33333333,0.980952381,0.9555555556,0.02325581395,false,,,2,17,1,16,0.5,0.5,12.2,5.1,0.7
m1=2_m2=1_p=0.7_c1=12.2_c2=5.2,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,16.090133,1.452075942,true,0.9393422002,0.03013839611,16.33174603,16.71428571,15.66666667,0.980952381,0.9777777778,0.01136363636,false,,,2,17,1,16,0.5,0.5,12.2,5.2,0.7
m1=2_m2=1_p=0.7_c1=12.3_c2=4.9,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,16.56486201,1.439499598,true,0.9709908006,0.02929997323,15.31428571,16.85714286,14.66666667,0.9904761905,0.9111111111,0.0487804878,false,,,2,17,1,16,0.5,0.5,12.3,4.9,0.7
m1=2_m2=1_p=0.7_c1=12.3_c2=5.0,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,16.5575297,1.439688521,true,0.9705019798,0.02931256805,15.7,16.85714286,15,0.9904761905,0.9333333333,0.03571428571,false,,,2,17,1,16,0.5,0.5,12.3,5.0,0.7
m1=2_m2=1_p=0.7_c1=12.3_c2=5.1,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,16.55019884,1.439877568,true,0.9700132558,0.02932517121,16.08571429,16.85714286,15.33333333,0.9904761905,0.9555555556,0.02325581395,false,,,2,17,1,16,0.5,0.5,12.3,5.1,0.7
m1=2_m2=1_p=0.7_c1=12.3_c2=5.2,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,16.54286943,1.440066741,true,0.9695246286,0.02933778271,16.47142857,16.85714286,15.66666667,0.9904761905,0.9777777778,0.01136363636,false,,,2,17,1,16,0.5,0.5,12.3,5.2,0.7
m1=2_m2=1_p=0.8_c1=13.7_c2=3.3,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,15.85961704,1.458445939,true,0.9239744694,0.03056306262,14.23333333,16.5,14,0.9666666667,0.8666666667,0.07692307692,false,,,2,17,1,16,0.5,0.5,13.7,3.3,0.8
m1=2_m2=1_p=0.8_c1=13.7_c2=3.4,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,15.83436368,1.459154709,true,0.9222909121,0.03061031392,14.8,16.5,14.5,0.9666666667,0.9,0.05555555556,false,,,2,17,1,16,0.5,0.5,13.7,3.4,0.8
m1=2_m2=1_p=0.8_c1=13.7_c2=3.5,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,15.80912926,1.459865139,true,0.9206086171,0.03065767596,15.36666667,16.5,15,0.9666666667,0.9333333333,0.03571428571,false,,,2,17,1,16,0.5,0.5,13.7,3.5,0.8
m1=2_m2=1_p=0.8_c1=13.7_c2=3.6,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,15.78391381,1.460577235,true,0.9189275875,0.030705149,15.93333333,16.5,15.5,0.9666666667,0.9666666667,0.01724137931,false,,,2,17,1,16,0.5,0.5,13.7,3.6,0.8
m1=2_m2=1_p=0.8_c1=13.8_c2=3.3,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,16.14249456,1.450653595,true,0.9428329703,0.030043573,14.34166667,16.625,14,0.975,0.8666666667,0.07692307692,false,,,2,17,1,16,0.5,0.5,13.8,3.3,0.8
m1=2_m2=1_p=0.8_c1=13.8_c2=3.4,solver_has_valid_solution,bluffing_single_valid_root,bluffing,research,0,true,16.12342305,1.451170615,true,0.9415615367,0.03007804099,14.9125,16.625,14.5,0.975,0.9,0.05555555556,false,,,2,17,1,16,0.5,0.5,13.8,3.4,0.8
